,realized_pnl,gross_sale_value,gross_buy_value,transaction_cost
2020-01-02,0.0,0.29,0.29,0.0
2020-01-03,-0.0007125306371236717,0.10928746936287634,0.10928746936287634,0.0
2020-01-06,0.0,0.0,0.0,0.0
2020-01-07,0.0,0.0,0.0,0.0
2020-01-08,0.0030184731992783827,0.06689264890798627,0.06689264890798627,0.0
2020-01-09,0.0,0.0,0.0,0.0
2020-01-10,0.0,0.0,0.0,0.0
2020-01-13,0.0008008774685626885,0.03203516916668747,0.03203516916668747,0.0
2020-01-14,0.0,0.0,0.0,0.0
2020-01-15,0.003451322701586152,0.03548649186827362,0.03548649186827362,0.0
2020-01-16,0.0,0.0,0.0,0.0
2020-01-17,0.0,0.0,0.0,0.0
2020-01-20,0.0,0.0,0.0,0.0
2020-01-21,0.013922772573361341,0.08728316435656054,0.08728316435656054,0.0
2020-01-22,0.0017487872939385895,0.037914784840171224,0.037914784840171224,0.0
2020-01-23,0.0,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.0,0.0
2020-01-27,0.0023687987999223468,0.07364397542329278,0.07364397542329278,0.0
2020-01-28,0.0,0.0,0.0,0.0
2020-01-29,0.0,0.0,0.0,0.0
2020-01-30,0.0,0.0,0.0,0.0
2020-01-31,0.0,0.0,0.0,0.0
2020-02-03,7.152339412657361e-05,0.002615135013875145,0.002615135013875145,0.0
2020-02-04,0.00045830815068268474,0.025458308150682687,0.025458308150682687,0.0
2020-02-05,0.004338856431507888,0.07791241162208723,0.07791241162208723,0.0
2020-02-06,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0
2020-02-10,-0.0006475157439739588,0.050314026396281776,0.050314026396281776,0.0
2020-02-11,0.0,0.0,0.0,0.0
2020-02-12,0.0,0.0,0.0,0.0
2020-02-13,0.0,0.0,0.0,0.0
2020-02-14,0.0020803647956082194,0.027237377993749107,0.027237377993749107,0.0
2020-02-17,0.0,0.0,0.0,0.0
2020-02-18,0.0,0.0,0.0,0.0
2020-02-19,0.00015648058789606724,0.0014531944373843586,0.0014531944373843586,0.0
2020-02-20,0.0,0.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.0
2020-02-26,-0.014654463124673637,0.07758291486907547,0.07758291486907547,0.0
2020-02-27,0.0,0.0,0.0,0.0
2020-02-28,0.0,0.0,0.0,0.0
2020-03-02,0.0,0.0,0.0,0.0
2020-03-03,-0.0020393381462666285,0.023170825129298873,0.023170825129298873,0.0
2020-03-04,0.0,0.0,0.0,0.0
2020-03-05,-0.0017805192487863166,0.021390305880512557,0.021390305880512557,0.0
2020-03-06,0.0,0.0,0.0,0.0
2020-03-09,0.0,0.0,0.0,0.0
2020-03-10,0.0,0.0,0.0,0.0
2020-03-11,-0.0007874563328860351,0.0032161495304218056,0.0032161495304218056,0.0
2020-03-12,0.0,0.0,0.0,0.0
2020-03-13,-9.195381123263714e-05,0.0011458851586304247,0.0011458851586304247,0.0
2020-03-16,-0.0032453731902549396,0.021968448217946305,0.021968448217946305,0.0
2020-03-17,-0.009331620064421429,0.07066837993557858,0.07066837993557858,0.0
2020-03-18,0.0013123381900205105,0.04836548043695983,0.04836548043695983,0.0
2020-03-19,0.0,0.0,0.0,0.0
2020-03-20,-0.00584212998093504,0.04220009373901791,0.04220009373901791,0.0
2020-03-23,0.0,0.0,0.0,0.0
2020-03-24,0.0,0.0,0.0,0.0
2020-03-25,-0.026683955437414038,0.04762578064453736,0.04762578064453736,0.0
