date,pair,ON,PN,target_weight_on,target_weight_pn,weight_on_before_trade,weight_pn_before_trade,weight_on,weight_pn,on_quantity,pn_quantity,on_average_cost,pn_average_cost,on_value,pn_value,cash,strategy_value,strategy_return,signal,traded,trade_direction,gross_sale_value,gross_buy_value,transaction_cost,realized_pnl,tax_paid,accumulated_loss,on_unrealized_pnl,pn_unrealized_pnl,on_quantity_before_trade,pn_quantity_before_trade,on_average_cost_before_trade,pn_average_cost_before_trade,strategy_cumulative_return,spread,spread_mean,spread_std,z_score,policy_group,policy_explanation,benchmark_50_50_value,benchmark_50_50_return,benchmark_50_50_cumulative_return,benchmark_50_50_weight_on,benchmark_50_50_weight_pn,ibovespa_value,ibovespa_return,ibovespa_cumulative_return,company,strategy_minus_50_50,strategy_minus_ibovespa,benchmark_50_50_minus_ibovespa
2020-01-02,RAPT,8.683823585510254,11.21716022491455,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.08906006323972333,0.0,11.222763196446895,0.0,0.9990009990009991,-5.551115123125783e-17,0.9990009990009991,0.0,hold_previous_allocation,True,sell_on_buy_pn,0.5,0.49900099900099903,0.000999000999000999,-0.0005000000000000004,0.0,0.0,0.0,-0.0004990009990009274,0.05757832308273688,0.04457456165148153,8.683823585510254,11.21716022491455,-0.0009990009990008542,-0.2559828317543418,-0.2390199066568666,0.0440567687864893,-0.3850242667518806,defensive_rotation,Company was manually included in the final fundamental portfolio even though it did not pass all hard universe filters. The policy group itself was still assigned by the standard training-sample rule engine. Weak or unclear statistical evidence. The strategy stays close to the passive 50/50 benchmark.,2.087421197221004,0.04594224589677731,1.087421197221004,0.48385317991292764,0.5161468200870725,1.6830563086400476,0.022498361560484126,0.6830563086400476,RAPT,-1.0884201982200048,-0.6840553096390485,0.4043648885809563
2020-01-03,RAPT,9.010799407958984,11.28775691986084,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.08906006323972333,0.0,11.222763196446895,0.0,1.005288345117431,-5.551115123125783e-17,1.005288345117431,0.006293633462548298,hold_previous_allocation,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005788345117431033,0.0,0.08906006323972333,0.0,11.222763196446895,0.005288345117431037,-0.2252948877253229,-0.2387917849495833,0.04392892645857289,0.30724395773679164,defensive_rotation,Company was manually included in the final fundamental portfolio even though it did not pass all hard universe filters. The policy group itself was still assigned by the standard training-sample rule engine. Weak or unclear statistical evidence. The strategy stays close to the passive 50/50 benchmark.,2.1322322336465014,0.021467175137032557,1.1322322336465014,0.49152036244739616,0.508479637552604,1.6707640771600119,-0.007303517664223769,0.6707640771600119,RAPT,-1.1269438885290703,-0.6654757320425808,0.46146815648648953
2020-01-06,RAPT,8.820698738098145,11.162249565124512,0.5,0.5,0.0,1.0,0.4995,0.5005,0.056238425466972254,0.04453003161986167,8.829519436836243,11.222763196446895,0.49606220854914873,0.49705532608378167,-5.551115123125783e-17,0.9931175346329304,-0.012106785623858918,return_to_50_50,True,sell_pn_buy_on,0.49705532608378167,0.49606220854914873,0.0009931175346329303,-0.003191729242302155,0.0,0.0,-0.0004960622085491711,-0.0026946739162183697,0.0,0.08906006323972333,0.0,11.222763196446895,-0.006882465367069601,-0.23543642168836199,-0.2380930961201185,0.043785482727877106,0.06067477771725193,defensive_rotation,Company was manually included in the final fundamental portfolio even though it did not pass all hard universe filters. The policy group itself was still assigned by the standard training-sample rule engine. Weak or unclear statistical evidence. The strategy stays close to the passive 50/50 benchmark.,2.098066780489057,-0.016023326454930875,1.0980667804890571,0.4889859478490852,0.5110140521509148,1.6589970333991,-0.007042911636521154,0.6589970333991,RAPT,-1.1049492458561267,-0.6658794987661696,0.43906974708995716
2020-01-07,RAPT,8.927155494689941,11.28775691986084,0.5,0.5,0.49970388793577175,0.5002961120642282,0.49970388793577175,0.5002961120642282,0.056238425466972254,0.04453003161986167,8.829519436836243,11.222763196446895,0.5020491689201921,0.5026441725587155,-5.551115123125783e-17,1.0046933414789077,0.01165602906231622,return_to_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.005490898162494205,0.0028941725587155165,0.056238425466972254,0.04453003161986167,8.829519436836243,11.222763196446895,0.004693341478907653,-0.23462086941708193,-0.23790744396101465,0.043771330728425574,0.07508509540922825,defensive_rotation,Company was manually included in the final fundamental portfolio even though it did not pass all hard universe filters. The policy group itself was still assigned by the standard training-sample rule engine. Weak or unclear statistical evidence. The strategy stays close to the passive 50/50 benchmark.,2.1225037077366355,0.011647354352506412,1.1225037077366355,0.48918973880205746,0.5108102611979425,1.6559310726604306,-0.0018480809048750935,0.6559310726604306,RAPT,-1.117810366257728,-0.651237731181523,0.46657263507620494
2020-01-08,RAPT,8.744657516479492,11.193626403808594,0.5,0.5,0.4966337558968899,0.5033662441031101,0.4966337558968899,0.5033662441031101,0.056238425466972254,0.04453003161986167,8.829519436836243,11.222763196446895,0.4917857699747306,0.49845253770251513,-5.551115123125783e-17,0.9902383076772456,-0.014387508312122654,hold_previous_allocation,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.00477250078296727,-0.0012974622974848981,0.056238425466972254,0.04453003161986167,8.829519436836243,11.222763196446895,-0.009761692322754367,-0.24690160087929236,-0.23794854931126783,0.04376693914896989,-0.20456197627965161,defensive_rotation,Company was manually included in the final fundamental portfolio even though it did not pass all hard universe filters. The policy group itself was still assigned by the standard training-sample rule engine. Weak or unclear statistical evidence. The strategy stays close to the passive 50/50 benchmark.,2.0922362813103828,-0.014260246668086562,1.0922362813103828,0.48612143698800453,0.5138785630119955,1.6500404536486353,-0.0035572851485486945,0.6500404536486353,RAPT,-1.1019979736331371,-0.6598021459713896,0.4421958276617475
2020-01-09,RAPT,8.813093185424805,11.523082733154297,0.5,0.5,0.49133153886707964,0.5086684611329204,0.49133153886707964,0.5086684611329204,0.056238425466972254,0.04453003161986167,8.829519436836243,11.222763196446895,0.49563448424199397,0.5131232384656428,-5.551115123125783e-17,1.0087577227076368,0.01870197798531059,hold_previous_allocation,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009237865157039254,0.01337323846564282,0.056238425466972254,0.04453003161986167,8.829519436836243,11.222763196446895,0.00875772270763675,-0.2681137401394751,-0.23751754108666004,0.04353874007968291,-0.7027350584058949,defensive_rotation,Company was manually included in the final fundamental portfolio even though it did not pass all hard universe filters. The policy group itself was still assigned by the standard training-sample rule engine. Weak or unclear statistical evidence. The strategy stays close to the passive 50/50 benchmark.,2.131840456950142,0.018929112353866184,1.1318404569501421,0.4808242460233344,0.5191757539766656,1.6457821748449277,-0.0025807117603035,0.6457821748449277,RAPT,-1.1230827342425054,-0.637024452137291,0.4860582821052144
2020-01-10,RAPT,8.858717918395996,11.397575378417969,0.5,0.5,0.49535958924425605,0.504640410755744,0.49535958924425605,0.504640410755744,0.056238425466972254,0.04453003161986167,8.829519436836243,11.222763196446895,0.4982003473866448,0.5075343919907089,-5.551115123125783e-17,1.0057347393773537,-0.0029967387235152465,hold_previous_allocation,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.001642076628946934,0.007784391990708935,0.056238425466972254,0.04453003161986167,8.829519436836243,11.222763196446895,0.0057347393773536925,-0.2519985969995564,-0.23757043388852142,0.04357440523455212,-0.33111554898732704,defensive_rotation,Company was manually included in the final fundamental portfolio even though it did not pass all hard universe filters. The policy group itself was still assigned by the standard training-sample rule engine. Weak or unclear statistical evidence. The strategy stays close to the passive 50/50 benchmark.,2.125091950219974,-0.003165577756143456,1.125091950219974,0.4848482625327745,0.5151517374672255,1.6394799222154406,-0.0038293358172267755,0.6394799222154406,RAPT,-1.1193572108426204,-0.6337451828380869,0.4856120280045335
2020-01-13,RAPT,8.668618202209473,11.295598983764648,0.5,0.5,0.4921837974838196,0.5078162025161804,0.4921837974838196,0.5078162025161804,0.056238425466972254,0.04453003161986167,8.829519436836243,11.222763196446895,0.48750943866659646,0.5029933799123171,-5.551115123125783e-17,0.9905028185789135,-0.015145067781858867,hold_previous_allocation,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.009048832091101444,0.003243379912317089,0.056238425466972254,0.04453003161986167,8.829519436836243,11.222763196446895,-0.009497181421086465,-0.26470377820885727,-0.23728785860068424,0.04341947077095812,-0.631419939519637,defensive_rotation,Company was manually included in the final fundamental portfolio even though it did not pass all hard universe filters. The policy group itself was still assigned by the standard training-sample rule engine. Weak or unclear statistical evidence. The strategy stays close to the passive 50/50 benchmark.,2.09318677258672,-0.015013551592415242,1.0931867725867201,0.4816755374703124,0.5183244625296878,1.6653418688166244,0.015774482048085403,0.6653418688166244,RAPT,-1.1026839540078066,-0.6748390502377108,0.42784490377009576
2020-01-14,RAPT,8.737052917480469,11.421107292175291,0.5,0.5,0.49138740163803013,0.5086125983619698,0.49138740163803013,0.5086125983619698,0.056238425466972254,0.04453003161986167,8.829519436836243,11.222763196446895,0.49135809930071783,0.5085822688543984,-5.551115123125783e-17,0.9999403681551162,0.009528039092047136,hold_previous_allocation,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.005200171456980061,0.00883226885439836,0.056238425466972254,0.04453003161986167,8.829519436836243,11.222763196446895,-5.9631844883778484e-05,-0.26789022230518755,-0.2371051265512736,0.043276989382730016,-0.7113502162005509,defensive_rotation,Company was manually included in the final fundamental portfolio even though it did not pass all hard universe filters. The policy group itself was still assigned by the standard training-sample rule engine. Weak or unclear statistical evidence. The strategy stays close to the passive 50/50 benchmark.,2.1132014921947015,0.009561841241356506,1.1132014921947015,0.48088004353118885,0.5191199564688112,1.669699507459085,0.002616663115277973,0.669699507459085,RAPT,-1.1132611240395853,-0.6697591393039688,0.44350198473561653
2020-01-15,RAPT,8.714241981506348,11.303444862365724,0.5,0.5,0.4933222928890703,0.5066777071109296,0.4933222928890703,0.5066777071109296,0.056238425466972254,0.04453003161986167,8.829519436836243,11.222763196446895,0.4900752481781053,0.5033427571345086,-5.551115123125783e-17,0.9934180053126138,-0.006522751806226301,hold_previous_allocation,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.0064830225795925464,0.003592757134508599,0.056238425466972254,0.04453003161986167,8.829519436836243,11.222763196446895,-0.006581994687386183,-0.2601488377463008,-0.23686844546057365,0.04306329407491856,-0.5406087199280564,defensive_rotation,Company was manually included in the final fundamental portfolio even though it did not pass all hard universe filters. The policy group itself was still assigned by the standard training-sample rule engine. Weak or unclear statistical evidence. The strategy stays close to the passive 50/50 benchmark.,2.09924682303438,-0.006603567720288028,1.0992468230343801,0.4828128360614211,0.517187163938579,1.6524108955160324,-0.010354325353645333,0.6524108955160324,RAPT,-1.1058288177217663,-0.6589928902034186,0.4468359275183478
