,statistical_equal_weight_pre_tax_value,statistical_equal_weight_pre_tax_return,statistical_equal_weight_pre_tax_cumulative_return,statistical_equal_weight_50_50_value,statistical_equal_weight_50_50_return,statistical_equal_weight_50_50_cumulative_return,statistical_equal_weight_ibovespa_value,statistical_equal_weight_ibovespa_return,statistical_equal_weight_ibovespa_cumulative_return,statistical_daily_realized_pnl,statistical_daily_gross_sale_value,statistical_daily_gross_buy_value,statistical_daily_transaction_cost,portfolio_tax_paid,portfolio_cumulative_tax_paid,statistical_equal_weight_value,statistical_equal_weight_return,statistical_equal_weight_cumulative_return,statistical_equal_weight_minus_50_50,statistical_equal_weight_minus_ibovespa
2020-01-16,1.007587247603789,0.004442652311566375,0.007587247603788816,1.0072505463245258,0.003257439395683903,0.0072505463245255974,0.9842375582974201,0.0024911093167487852,-0.01576244170258012,0.0,0.0,0.0,0.0,0.0,0.0,1.007587247603789,0.004442652311566375,0.007587247603788816,0.00033670127926321847,0.023349689306368937
2020-01-17,1.0207201231909249,0.01303398352685381,0.020720123190924644,1.0211392107476083,0.01378868889549123,0.02113921074760805,0.9991988057989593,0.015200850013709966,-0.0008011942010409667,0.0,0.0,0.0,0.0,0.0,0.0,1.0207201231909249,0.01303398352685381,0.020720123190924644,-0.00041908755668340625,0.02152131739196561
2020-01-20,1.0303788977679424,0.009462706140075605,0.030378897767942226,1.03544854673886,0.014013109907683896,0.03544854673885989,1.0024373170957976,0.0032411080538159442,0.00243731709579742,0.0,0.0,0.0,0.0,0.0,0.0,1.0303788977679424,0.009462706140075605,0.030378897767942226,-0.005069648970917662,0.027941580672144806
2020-01-21,1.0250580308646642,-0.00516399056192296,0.02505803086466396,1.0304245041869255,-0.004852044621393992,0.030424504186925327,0.9869531849577896,-0.015446484158099572,-0.013046815042210613,0.0,0.0,0.0,0.0,0.0,0.0,1.0250580308646642,-0.00516399056192296,0.02505803086466396,-0.005366473322261367,0.038104845906874574
2020-01-22,1.0221833869012593,-0.0028043719251484855,0.022183386901259095,1.0267939944328206,-0.0035233146527019477,0.02679399443282038,0.9984650805832694,0.011664074650078016,-0.0015349194167307845,0.0,0.0,0.0,0.0,0.0,0.0,1.0221833869012593,-0.0028043719251484855,0.022183386901259095,-0.004610607531561284,0.02371830631798988
2020-01-23,1.0422154729282913,0.019597350420416326,0.04221547292829109,1.0456281577347033,0.01834268938462813,0.04562815773470308,1.0080541101262515,0.009603770556883662,0.008054110126251235,0.0,0.0,0.0,0.0,0.0,0.0,1.0422154729282913,0.019597350420416326,0.04221547292829109,-0.003412684806411992,0.03416136280203985
2020-01-24,1.0169198818244676,-0.024270980196399505,0.016919881824467353,1.0213254492276516,-0.02324220931435339,0.02132544922765134,0.9983385762357369,-0.009637909109162623,-0.00166142376426337,0.0,0.0,0.0,0.0,0.0,0.0,1.0169198818244676,-0.024270980196399505,0.016919881824467353,-0.004405567403183985,0.018581305588730723
2020-01-27,0.9958530821111717,-0.020716282658865603,-0.004146917888828483,0.9963893026584157,-0.024415475584294022,-0.003610697341584479,0.9654980476162365,-0.032895181455700584,-0.034501952383763745,0.0,0.0,0.0,0.0,0.0,0.0,0.9958530821111717,-0.020716282658865603,-0.004146917888828483,-0.000536220547244004,0.030355034494935262
2020-01-28,1.0042122087218188,0.008393935572229339,0.0042122087218186,1.0070257608340358,0.010675002378328857,0.00702576083403561,0.9823399930844288,0.017443790290176286,-0.017660006915571458,0.0,0.0,0.0,0.0,0.0,0.0,1.0042122087218188,0.008393935572229339,0.0042122087218186,-0.0028135521122170104,0.021872215637390058
2020-01-29,0.9947157292149617,-0.00945664613950914,-0.0052842707850385695,0.9945806319174104,-0.012358302439371749,-0.005419368082589804,0.9731136093377077,-0.009392250963692561,-0.02688639066229248,0.0,0.0,0.0,0.0,0.0,0.0,0.9947157292149617,-0.00945664613950914,-0.0052842707850385695,0.00013509729755123434,0.02160211987725391
2020-01-30,0.9929604571634549,-0.00176459665807438,-0.007039542836545287,0.9927562248017091,-0.0018343481233734638,-0.007243775198291114,0.9743196174508529,0.0012393292022356839,-0.025680382549147285,0.0,0.0,0.0,0.0,0.0,0.0,0.9929604571634549,-0.00176459665807438,-0.007039542836545287,0.00020423236174582637,0.018640839712601998
2020-01-31,0.9787566077364422,-0.014304546897656145,-0.02124339226355798,0.9787969511543676,-0.014061129307076037,-0.02120304884563262,0.9594174053114961,-0.015294993421507863,-0.040582594688504114,0.0,0.0,0.0,0.0,0.0,0.0,0.9787566077364422,-0.014304546897656145,-0.02124339226355798,-4.0343417925359226e-05,0.019339202424946134
2020-02-03,0.985935054450336,0.007334251086687615,-0.014064945549664198,0.9871684200252805,0.008552814617004856,-0.012831579974719731,0.9667377902220575,0.007630031381580693,-0.0332622097779427,0.0,0.0,0.0,0.0,0.0,0.0,0.9859350544503359,0.007334251086687615,-0.01406494554966431,-0.0012333655749445782,0.019197264228278388
2020-02-04,1.0022324243079108,0.0165298614589382,0.0022324243079105965,1.003182708183453,0.016222447794432382,0.003182708183452787,0.9745641925227496,0.008095682593409759,-0.025435807477250605,0.0,0.0,0.0,0.0,0.0,0.0,1.0022324243079106,0.0165298614589382,0.0022324243079103745,-0.0009502838755424126,0.02766823178516098
2020-02-05,1.0108577406412584,0.00860610385789884,0.010857740641258218,1.0142296695381106,0.011011913646977733,0.014229669538110334,0.9785364290352778,0.004075910589579124,-0.0214635709647224,0.0,0.0,0.0,0.0,0.0,0.0,1.0108577406412582,0.00860610385789884,0.010857740641257996,-0.0033719288968523387,0.032321311605980396
2020-02-06,1.0044913023126922,-0.006298055673518932,0.004491302312692014,1.0047555832020614,-0.009341164649978917,0.004755583202061153,0.971469052819782,-0.007222394594408099,-0.028530947180218202,0.0,0.0,0.0,0.0,0.0,0.0,1.004491302312692,-0.006298055673518932,0.004491302312691792,-0.00026428088936936156,0.033022249492909994
2020-02-07,0.9883323792873603,-0.01608667291406951,-0.011667620712639937,0.9873621866954645,-0.01731107226213735,-0.012637813304535728,0.9594933079200156,-0.012327458980814332,-0.040506692079984585,0.0,0.0,0.0,0.0,0.0,0.0,0.9883323792873601,-0.01608667291406951,-0.011667620712640159,0.0009701925918955689,0.028839071367344427
2020-02-10,0.9712380497400088,-0.017296134281948095,-0.028761950259991398,0.9680249308549258,-0.019584764437108215,-0.03197506914507442,0.9493729601173959,-0.010547596027072448,-0.05062703988260431,0.0,0.0,0.0,0.0,0.0,0.0,0.9712380497400086,-0.017296134281948095,-0.02876195025999162,0.0032131188850827996,0.021865089622612688
2020-02-11,0.9982522361623886,0.027814176379942213,-0.00174776383761166,0.9988504218467256,0.03184369535253162,-0.0011495781532746552,0.9729955386133435,0.024882295460602277,-0.027004461386656686,0.0,0.0,0.0,0.0,0.0,0.0,0.9982522361623883,0.027814176379942213,-0.001747763837611882,-0.0005981856843372269,0.025256697549044804
2020-02-12,1.0113941548258996,0.013164927848329011,0.011394154825899339,1.0096481968162623,0.010810202141751324,0.009648196816262056,0.9839845496023545,0.01129399935859099,-0.016015450397645736,0.0,0.0,0.0,0.0,0.0,0.0,1.0113941548258993,0.013164927848329011,0.011394154825899117,0.0017459580096370608,0.027409605223544853
2020-02-13,1.0001206869561607,-0.011146463340673929,0.00012068695616052061,0.9981804300391791,-0.011358180813123453,-0.0018195699608211102,0.975449722955479,-0.00867374050773917,-0.024550277044521174,0.0,0.0,0.0,0.0,0.0,0.0,1.0001206869561605,-0.011146463340673929,0.00012068695616029856,0.0019402569169814088,0.024670964000681472
2020-02-14,0.9901598445032597,-0.009959640454210161,-0.009840155496740555,0.9865210282955448,-0.011680655513529481,-0.013478971704455445,0.9646462516761825,-0.011075374798983573,-0.03535374832381777,0.0,0.0,0.0,0.0,0.0,0.0,0.9901598445032594,-0.009959640454210161,-0.009840155496740777,0.003638816207714668,0.025513592827076992
2020-02-17,0.9969818885084416,0.00688984111308244,-0.003018111491558617,0.994675132957449,0.008265515308875315,-0.005324867042551196,0.9724726539768751,0.008113235589827239,-0.02752734602312512,0.0,0.0,0.0,0.0,0.0,0.0,0.9969818885084413,0.00688984111308244,-0.00301811149155895,0.0023067555509922455,0.02450923453156617
2020-02-18,0.9910775156274036,-0.00592224688240961,-0.008922484372596573,0.9876263344047027,-0.007086533400898709,-0.012373665595297512,0.9696726910848168,-0.0028792201822930297,-0.030327308915183426,0.0,0.0,0.0,0.0,0.0,0.0,0.9910775156274033,-0.00592224688240961,-0.008922484372596906,0.0034511812227006056,0.02140482454258652
2020-02-19,1.00205914407697,0.011080493983979034,0.002059144076969721,0.9984506923747138,0.010959973010982615,-0.001549307625286378,0.9826689043880139,0.013402680536107159,-0.017331095611986314,0.0,0.0,0.0,0.0,0.0,0.0,1.0020591440769697,0.011080493983979034,0.002059144076969499,0.003608451702255877,0.019390239688955813
2020-02-20,0.9829181187358713,-0.01910169220473512,-0.017081881264128906,0.9786664027522811,-0.019814989136196393,-0.021333597247719105,0.9663751444257971,-0.016581129095933123,-0.03362485557420314,0.0,0.0,0.0,0.0,0.0,0.0,0.9829181187358711,-0.01910169220473512,-0.01708188126412913,0.0042517159835899765,0.01654297431007401
2020-02-21,0.9818786562881398,-0.0010575269983510438,-0.01812134371186047,0.9717004284685626,-0.007117823054033745,-0.028299571531437584,0.9587427154579882,-0.007897998010228169,-0.04125728454201205,0.01667908512675954,0.07227914204658391,0.07213472817636096,0.00014441387022294487,0.0,0.0,0.9818786562881395,-0.0010575269983510438,-0.018121343711860693,0.01017822781957689,0.023135940830151358
2020-02-26,0.8986581987099169,-0.08475635664882109,-0.1013418012900833,0.8888220723223001,-0.08529208562445734,-0.11117792767770007,0.891585774164439,-0.07004688558334293,-0.10841422583556126,-0.010899515514767921,0.04467293519820807,0.04458367858442543,8.925661378263351e-05,0.0,0.0,0.8986581987099168,-0.08475635664882109,-0.10134180129008341,0.009836126387616662,0.007072424545477851
2020-02-27,0.8737211305307927,-0.027749224582742427,-0.12627886946920752,0.8667159429493223,-0.024871265083707184,-0.13328405705067792,0.8685282484208039,-0.025861253523525196,-0.13147175157919633,0.0,0.0,0.0,0.0,0.0,0.0,0.8737211305307926,-0.027749224582742427,-0.12627886946920763,0.007005187581470285,0.005192882109988695
2020-02-28,0.8767991732982913,0.0035229121282995823,-0.12320082670170895,0.8690726507109378,0.0027191235845920314,-0.13092734928906247,0.8785473927453972,0.011535772547191847,-0.12145260725460305,0.0,0.0,0.0,0.0,0.0,0.0,0.8767991732982912,0.0035229121282995823,-0.12320082670170907,0.007726522587353402,-0.0017482194471060142
2020-03-02,0.9086573006363295,0.036334577299150794,-0.09134269936367068,0.9006633280507923,0.036349869385502,-0.09933667194920792,0.8992350703785855,0.02354759436316911,-0.1007649296214147,0.0,0.0,0.0,0.0,0.0,0.0,0.9086573006363294,0.036334577299150794,-0.09134269936367079,0.007993972585537135,0.009422230257743913
2020-03-03,0.906145685680127,-0.002764094840204012,-0.09385431431987323,0.8966364803221821,-0.004470980002400093,-0.1033635196778181,0.890059288370877,-0.010203985932004889,-0.10994071162912322,0.0,0.0,0.0,0.0,0.0,0.0,0.9061456856801269,-0.002764094840204012,-0.09385431431987334,0.00950920535794475,0.016086397309249878
2020-03-04,0.9267439704436801,0.022731758357479315,-0.07325602955632016,0.9172438709483921,0.02298299375328261,-0.08275612905160812,0.9042868106567263,0.01598491524299539,-0.09571318934327389,0.0,0.0,0.0,0.0,0.0,0.0,0.92674397044368,0.022731758357479315,-0.07325602955632027,0.00950009949528785,0.022457159786953618
2020-03-05,0.8878732256293277,-0.04194334795158472,-0.11212677437067253,0.8776092537089099,-0.04321055555105724,-0.12239074629109037,0.8621945974209979,-0.04654741475789026,-0.1378054025790023,-0.009799225864774719,0.0457743262392423,0.045682869043959094,9.145719528320138e-05,0.0,0.0,0.8878732256293276,-0.04194334795158472,-0.11212677437067264,0.010263971920417725,0.025678628208329668
2020-03-06,0.8401337299580257,-0.05376836950732922,-0.1598662700419745,0.82887304522698,-0.05553292456291137,-0.1711269547730202,0.8264697696777513,-0.04143476176968275,-0.1735302303222489,0.0,0.0,0.0,0.0,0.0,0.0,0.8401337299580256,-0.05376836950732922,-0.15986627004197462,0.011260684731045578,0.013663960280274279
2020-03-09,0.7189779808629021,-0.14421007605679248,-0.281022019137098,0.7111822875128642,-0.1419888828474175,-0.28881771248713595,0.7258566452733757,-0.12173842056389517,-0.27414335472662443,-0.007596162133425923,0.038170560339917045,0.03809429548409304,7.626485582401009e-05,0.0,0.0,0.718977980862902,-0.14421007605679248,-0.2810220191370981,0.0077956933500378245,-0.006878664410473689
2020-03-10,0.7770081341029657,0.08071200340574691,-0.22299186589703457,0.7669349833421792,0.07839438187400938,-0.23306501665782098,0.7776981268922941,0.07142110216459296,-0.2223018731077061,0.0,0.0,0.0,0.0,0.0,0.0,0.7770081341029655,0.08071200340574691,-0.22299186589703468,0.010073150760786298,-0.0006899927893285751
2020-03-11,0.7303746641201068,-0.06001670759431099,-0.26962533587989335,0.7176789805440249,-0.06422448299789973,-0.2823210194559752,0.7183001189140867,-0.07637668900600758,-0.2816998810859134,-0.006233358153466508,0.0434231812656409,0.04333642166271254,8.675960292835346e-05,0.0,0.0,0.7303746641201067,-0.06001670759431099,-0.26962533587989346,0.012695683576081751,0.012074545206019915
2020-03-12,0.6285046399483961,-0.1394763936594583,-0.371495360051604,0.615765740568435,-0.14200393593572458,-0.3842342594315651,0.6121376704646082,-0.14779678529076823,-0.3878623295353919,-0.0023482757125075243,0.0073368459001926165,0.007322186867424987,1.4659032767617605e-05,0.0,0.0,0.628504639948396,-0.1394763936594583,-0.3714953600516041,0.012738899379960977,0.016366969483787797
2020-03-13,0.7042209558881147,0.12047057591481791,-0.2957790441118854,0.6918408749856548,0.12354557813981693,-0.3081591250143453,0.6972750963541446,0.13908215422344083,-0.30272490364585547,0.0,0.0,0.0,0.0,0.0,0.0,0.7042209558881145,0.12047057591481791,-0.2957790441118856,0.012380080902459678,0.006945859533969867
2020-03-16,0.620865912018659,-0.11836490120396104,-0.3791340879813411,0.6108861895938149,-0.11701344676045411,-0.3891138104061852,0.6002040936806861,-0.1392147850697889,-0.39979590631931405,-0.017149709099059416,0.052041373901367025,0.051937395132333336,0.00010397876903370037,0.0,0.0,0.6208659120186588,-0.11836490120396104,-0.3791340879813413,0.009979722424843906,0.02066181833797276
2020-03-17,0.6343213179053171,0.0216719997445336,-0.365678682094683,0.6240850074263536,0.021606017712259673,-0.37591499257364647,0.6292916599900483,0.04846279226618733,-0.3707083400099518,0.0,0.0,0.0,0.0,0.0,0.0,0.6343213179053168,0.0216719997445336,-0.36567868209468335,0.010236310478963118,0.005029657915268437
2020-03-18,0.5534877854498816,-0.12743310081768555,-0.44651221455011847,0.5474367083672115,-0.12281708124223312,-0.45256329163278863,0.5641672218801919,-0.10348848117721177,-0.43583277811980825,0.0,0.0,0.0,0.0,0.0,0.0,0.5534877854498813,-0.12743310081768566,-0.4465122145501188,0.006051077082669831,-0.010679436430310552
2020-03-19,0.5421787772712701,-0.020432263323425404,-0.45782122272873005,0.539598661403143,-0.014317722659567766,-0.46040133859685706,0.5762863383738288,0.02148142611555448,-0.4237136616261713,0.0,0.0,0.0,0.0,0.0,0.0,0.5421787772712697,-0.020432263323425404,-0.4578212227287304,0.0025801158681266756,-0.03410756110255908
2020-03-20,0.5328781793621168,-0.017154116500026517,-0.4671218206378833,0.527789667848688,-0.021884771774169365,-0.47221033215131214,0.5656346723115718,-0.01848328747878003,-0.4343653276884283,-0.031300785188351,0.02425124383326004,0.024202789799627148,4.8454033632887186e-05,0.0,0.0,0.5328781793621165,-0.017154116500026517,-0.46712182063788366,0.005088511513428484,-0.032756492949455374
2020-03-23,0.4964908985085001,-0.06828442646530242,-0.5035091014915001,0.49557290230670836,-0.06104091744216533,-0.5044270976932917,0.5361254248437671,-0.052170153125885355,-0.463874575156233,-0.019218726756749346,0.027638996017946053,0.02758377324867943,5.522276926662549e-05,0.0,0.0,0.49649089850849976,-0.06828442646530242,-0.5035091014915003,0.0009179962017914489,-0.03963452633526732
2020-03-24,0.5409648326708139,0.08957653462715465,-0.45903516732918626,0.5342308731050855,0.07800662751824938,-0.46576912689491456,0.5880681099407117,0.09688532326569144,-0.41193189005928843,-0.004558076447779878,0.02985062616742489,0.029790984556700765,5.964161072412566e-05,0.0,0.0,0.5409648326708135,0.08957653462715465,-0.4590351673291866,0.006733959565727976,-0.04710327726989816
2020-03-25,0.5912639250253418,0.09298033682928097,-0.40873607497465836,0.5806782660364087,0.08694254725744166,-0.4193217339635914,0.6321506582442884,0.07496163719542803,-0.3678493417557117,-0.027162890755703276,0.028424786719140904,0.028367993938483282,5.679278065762419e-05,0.0,0.0,0.5912639250253414,0.09298033682928097,-0.4087360749746587,0.010585658988932711,-0.04088673321894698
2020-03-26,0.612949658371735,0.03667690929302636,-0.3870503416282651,0.6029431954926069,0.03834297020994781,-0.3970568045073932,0.6553768564513,0.036741555045626484,-0.34462314354870016,0.0,0.0,0.0,0.0,0.0,0.0,0.6129496583717347,0.03667690929302636,-0.38705034162826546,0.010006462879127764,-0.0424271980795653
2020-03-27,0.5899023236459799,-0.037600697562959695,-0.41009767635402017,0.5794630398725626,-0.03894256672199592,-0.42053696012743746,0.619272515665455,-0.055089435079140214,-0.38072748433454506,0.0011642391148403769,0.029590191238500638,0.029531069977284854,5.9121261215785485e-05,0.0,0.0,0.5899023236459796,-0.037600697562959695,-0.4100976763540205,0.010439283773416963,-0.02937019201947544
2020-03-30,0.6061726673184462,0.02758141987287832,-0.3938273326815539,0.5927551120443231,0.022938602218156356,-0.40724488795567704,0.629485633322932,0.016492121641313418,-0.37051436667706816,0.010579950719584254,0.04500380651513674,0.0449138888198018,8.991769533493854e-05,0.0,0.0,0.6061726673184459,0.02758141987287832,-0.39382733268155423,0.013417555274122805,-0.02331296600448607
2020-03-31,0.6048172115293317,-0.002236088596852648,-0.39518278847066846,0.5893129826374486,-0.00580700079498786,-0.41068701736255153,0.6158231637893956,-0.021704180064308742,-0.3841768362106045,0.009150785487834205,0.07083840560780832,0.07069687033186865,0.00014153527593967698,0.0006921609010125754,0.0006921609010125754,0.6041250506283188,-0.0033779429534248617,-0.39587494937168133,0.014812067990870204,-0.011698113161076829
2020-04-01,0.5941068781892405,-0.01770838054196444,-0.40589312181075965,0.5746769252083492,-0.024835796699397727,-0.4253230747916509,0.5985089354237473,-0.028115584771295832,-0.40149106457625283,0.003682564860816818,0.04740586271295215,0.04731114570453466,9.47170084174868e-05,0.0,0.0006921609010125754,0.593426974336859,-0.01770838054196444,-0.40657302566314113,0.01875004912850975,-0.005081961086888298
2020-04-02,0.6000691246577121,0.010035646257191555,-0.399930875342288,0.5813024942597989,0.011529206691303084,-0.41869750574020126,0.609354574818888,0.018121098538757652,-0.3906454251811121,0.0,0.0,0.0,0.0,0.0,0.0006921609010125754,0.5993823975307792,0.010035646257191555,-0.40061760246922096,0.018079903270980302,-0.009972177288108841
2020-04-03,0.5702243153334439,-0.049735618944387716,-0.42977568466655625,0.5550667620003514,-0.04513266761886969,-0.4449332379996487,0.5864572879154613,-0.03757629440992094,-0.41354271208453885,0.0,0.0,0.0,0.0,0.0,0.0006921609010125754,0.5695717430052148,-0.049735618944387605,-0.43042825699478526,0.014504981004863415,-0.01688554491024641
2020-04-06,0.6011135635804135,0.05417034562776735,-0.39888643641958665,0.5829838836557668,0.05029507001069122,-0.4170161163442333,0.6247037689861941,0.06521614081509397,-0.37529623101380605,-0.015569613492500528,0.02576587888165909,0.025714398604173256,5.148027748583234e-05,0.0,0.0006921609010125754,0.6004256411836172,0.05417034562776735,-0.3995743588163829,0.017441757527850377,-0.024278127802576877
2020-04-07,0.6250058200338297,0.039746660033932235,-0.37499417996617046,0.6032551274150793,0.03477153370380637,-0.39674487258492086,0.6439745979270154,0.030847947295235878,-0.3560254020729847,0.0,0.0,0.0,0.0,0.0,0.0006921609010125754,0.6242905550193982,0.039746660033932235,-0.3757094449806019,0.02103542760431898,-0.01968404290761716
2020-04-08,0.6405036802696966,0.024796345472476,-0.3594963197303035,0.6189544883052851,0.0260244135138592,-0.381045511694715,0.6630936216507974,0.029689096099950296,-0.3369063783492027,0.0,0.0,0.0,0.0,0.0,0.0006921609010125754,0.639770679296863,0.024796345472476,-0.36022932070313707,0.020816190991577943,-0.023322942353934395
2020-04-09,0.6340717050796444,-0.010042058130476206,-0.3659282949203557,0.6131124549665452,-0.009438550732115303,-0.3868875450334549,0.6551407150025724,-0.0119936406995228,-0.3448592849974277,0.0,0.0,0.0,0.0,0.0,0.0006921609010125754,0.6333460649451897,-0.010042058130476095,-0.36665393505481036,0.02023360997864454,-0.02179465005738268
2020-04-13,0.648900220020498,0.02338617986271907,-0.35109977997950215,0.6279469202329578,0.024195341566209283,-0.37205307976704227,0.6648731161394247,0.014855436265801325,-0.33512688386057543,0.0,0.0,0.0,0.0,0.0,0.0006921609010125754,0.6481576099353433,0.02338617986271907,-0.3518423900646568,0.020210689702385487,-0.016715506204081354
2020-04-14,0.6659377453035132,0.026256001704664467,-0.33406225469648687,0.6414429916646112,0.021492376181487582,-0.35855700833538895,0.6739982964081198,0.013724694302095442,-0.3260017035918803,0.0,0.0,0.0,0.0,0.0,0.0006921609010125754,0.6651756372466969,0.026256001704664467,-0.3348243627533032,0.023732645582085765,-0.008822659161422886
2020-04-15,0.6637628557891713,-0.0032659051535676165,-0.33623714421082884,0.6403354107835865,-0.0017267019757288837,-0.35966458921641364,0.6648309480235804,-0.013601441477514298,-0.33516905197641966,0.0,0.0,0.0,0.0,0.0,0.0006921609010125754,0.6630032367049853,-0.0032659051535676165,-0.3369967632950148,0.02266782592139882,-0.00182771131859516
2020-04-16,0.6628863195604084,-0.0013205563118181551,-0.33711368043959167,0.6387949407137429,-0.002405723694022366,-0.36120505928625724,0.6562370860145228,-0.012926386827517011,-0.3437629139854773,0.0,0.0,0.0,0.0,0.0,0.0006921609010125754,0.6621277035959987,-0.0013205563118180441,-0.3378722964040014,0.02333276288225583,0.00589061758147591
2020-04-17,0.6805492589130853,0.026645502903710483,-0.31945074108691485,0.6535975135437668,0.023172651952259704,-0.3464024864562333,0.6661718941074275,0.015139053102349198,-0.3338281058925726,-0.007995586506266195,0.03459893930072812,0.03452981055087651,6.912874985160463e-05,0.0,0.0006921609010125754,0.679770429244793,0.026645502903710483,-0.3202295707552071,0.0261729157010262,0.01359853513736553
2020-04-20,0.6657014872445637,-0.021817335738834154,-0.3342985127554364,0.6393625481146813,-0.021779405726169876,-0.3606374518853188,0.6660285225135569,-0.00021521711609084893,-0.3339714774864432,0.0,0.0,0.0,0.0,0.0,0.0006921609010125754,0.6649396495646279,-0.021817335738834265,-0.3350603504353722,0.025577101449946626,-0.0010888729489290094
2020-04-22,0.6759556204507158,0.015403500521826263,-0.32404437954928433,0.6472980653907446,0.012411607935846725,-0.3527019346092555,0.6804837526249653,0.021703620224634124,-0.3195162473750348,-0.0004921225928102167,0.03410632409270988,0.03403817958902814,6.814450368173803e-05,0.0,0.0006921609010125754,0.6751820478036796,0.015403500521826263,-0.3248179521963205,0.027883982412934993,-0.005301704821285669
2020-04-23,0.6692833892985796,-0.009870812447253963,-0.33071661070142055,0.6425229705353525,-0.007376964509402173,-0.35747702946464766,0.6719320587317517,-0.012567080198793157,-0.32806794126824845,0.0,0.0,0.0,0.0,0.0,0.0006921609010125754,0.6685174524420566,-0.009870812447253963,-0.3314825475579435,0.02599448190670417,-0.0034146062896950324
2020-04-24,0.6220309337172799,-0.07060156629738124,-0.3779690662827202,0.5969303431847497,-0.07095875080172598,-0.4030696568152504,0.6353132669326069,-0.054497759592333495,-0.3646867330673932,0.0,0.0,0.0,0.0,0.0,0.0006921609010125754,0.6213190732025123,-0.07060156629738124,-0.37868092679748777,0.02438873001776265,-0.013994193730094584
