calculation_month,calculation_date,tax_payment_date,monthly_realized_pnl,monthly_sales_value,monthly_transaction_cost,monthly_tax_base,loss_used,taxable_profit,tax_due,accumulated_loss_after
2020-01,2020-01-31,2020-02-28,0.013232645660512764,0.5145475084681829,0.0010280669499863795,0.012204578710526385,0.0,0.012204578710526385,0.0018306868065789577,0.0
2020-02,2020-02-28,2020-03-31,-0.014078692145181551,0.10735166052964376,0.0002144888322270605,-0.014293180977408611,0.0,0.0,0.0,0.014293180977408611
2020-03,2020-03-31,2020-04-30,-0.04384923155161861,0.41832635085926506,0.0008358168848336964,-0.0446850484364523,0.0,0.0,0.0,0.05897822941386091
2020-04,2020-04-30,2020-05-29,-0.04145676765736388,0.21676086341085637,0.00043308863818352923,-0.04188985629554741,0.0,0.0,0.0,0.10086808570940832
2020-05,2020-05-29,2020-06-30,0.0013762772142195167,0.0902401323250689,0.00018029996468545237,0.0011959772495340644,0.0011959772495340644,0.0,0.0,0.09967210845987426
2020-06,2020-06-30,2020-07-31,0.009927978220706579,0.10676069296870734,0.00021330807785955517,0.009714670142847024,0.009714670142847024,0.0,0.0,0.08995743831702724
2020-07,2020-07-31,2020-08-31,0.038759240506090885,0.06667694062465992,0.00013322066058873115,0.03862601984550215,0.03862601984550215,0.0,0.0,0.051331418471525087
2020-08,2020-08-31,2020-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051331418471525087
2020-09,2020-09-30,2020-10-30,0.015079996874447367,0.08781703081581808,0.0001754586030286076,0.01490453827141876,0.01490453827141876,0.0,0.0,0.03642688020010633
2020-10,2020-10-30,2020-11-30,0.001301009374876246,0.1623562080645056,0.0003243880281009103,0.0009766213467753357,0.0009766213467753357,0.0,0.0,0.035450258853330995
2020-11,2020-11-30,2020-12-30,-0.0011647643447653807,0.1824743344011498,0.000364584084717582,-0.0015293484294829627,0.0,0.0,0.0,0.03697960728281396
2020-12,2020-12-30,2021-01-29,0.002471280817813987,0.13784857553510585,0.0002754217293408709,0.002195859088473116,0.002195859088473116,0.0,0.0,0.03478374819434084
2021-01,2021-01-29,2021-02-26,0.023115932963489304,0.24398976690263674,0.00048749204176351004,0.022628440921725796,0.022628440921725796,0.0,0.0,0.012155307272615042
2021-02,2021-02-26,2021-03-31,0.02178767775301396,0.05317629535701158,0.00010624634436965349,0.021681431408644303,0.012155307272615042,0.009526124136029261,0.001428918620404389,0.0
