calculation_month,calculation_date,tax_payment_date,monthly_realized_pnl,monthly_sales_value,monthly_transaction_cost,monthly_tax_base,loss_used,taxable_profit,tax_due,accumulated_loss_after
2020-01,2020-01-31,2020-02-28,0.009921556580594047,0.7532233498052253,0.0,0.009921556580594047,0.0,0.009921556580594047,0.001488233487089107,0.0
2020-02,2020-02-28,2020-03-31,-0.010545268567256422,0.20949293011261477,0.0,-0.010545268567256422,0.0,0.0,0.0,0.010545268567256422
2020-03,2020-03-31,2020-04-30,-0.053087240146345645,0.3252369185900576,0.0,-0.053087240146345645,0.0,0.0,0.0,0.06363250871360207
2020-04,2020-04-30,2020-05-29,-0.011186191368684737,0.33985319474415915,0.0,-0.011186191368684737,0.0,0.0,0.0,0.0748187000822868
2020-05,2020-05-29,2020-06-30,-0.010398146032898339,0.20275709042166049,0.0,-0.010398146032898339,0.0,0.0,0.0,0.08521684611518514
2020-06,2020-06-30,2020-07-31,0.014585206070827923,0.21947296210448236,0.0,0.014585206070827923,0.014585206070827923,0.0,0.0,0.07063164004435721
2020-07,2020-07-31,2020-08-31,0.002552312432056953,0.07525462216667397,0.0,0.002552312432056953,0.002552312432056953,0.0,0.0,0.06807932761230026
2020-08,2020-08-31,2020-09-30,0.01673419868316755,0.17207355322784812,0.0,0.01673419868316755,0.01673419868316755,0.0,0.0,0.05134512892913271
2020-09,2020-09-30,2020-10-30,0.03232104998650418,0.31493058748418734,0.0,0.03232104998650418,0.03232104998650418,0.0,0.0,0.01902407894262853
2020-10,2020-10-30,2020-11-30,-0.02011531480988489,0.2564439150147938,0.0,-0.02011531480988489,0.0,0.0,0.0,0.03913939375251342
2020-11,2020-11-30,2020-12-30,-0.004036892983518843,0.1931807993764078,0.0,-0.004036892983518843,0.0,0.0,0.0,0.043176286736032264
2020-12,2020-12-30,2021-01-29,-0.0011395648224290173,0.19452255339211127,0.0,-0.0011395648224290173,0.0,0.0,0.0,0.04431585155846128
2021-01,2021-01-29,2021-02-26,0.0007211091140827462,0.09650404797276281,0.0,0.0007211091140827462,0.0007211091140827462,0.0,0.0,0.04359474244437853
2021-02,2021-02-26,2021-03-31,0.05931428388267862,0.30173894868439194,0.0,0.05931428388267862,0.04359474244437853,0.015719541438300087,0.002357931215745013,0.0
2021-03,2021-03-31,2021-04-30,0.030382225505077146,0.5432057782839352,0.0,0.030382225505077146,0.0,0.030382225505077146,0.004557333825761571,0.0
2021-04,2021-04-30,2021-05-31,0.05365537151039476,0.2974341861549478,0.0,0.05365537151039476,0.0,0.05365537151039476,0.008048305726559214,0.0
2021-05,2021-05-31,2021-06-30,0.034647385730365,0.3630974199314457,0.0,0.034647385730365,0.0,0.034647385730365,0.00519710785955475,0.0
2021-06,2021-06-30,2021-07-30,0.11190095941835955,0.47587608203685017,0.0,0.11190095941835955,0.0,0.11190095941835955,0.01678514391275393,0.0
2021-07,2021-07-30,2021-08-31,0.006004436568885619,0.33851589399626086,0.0,0.006004436568885619,0.0,0.006004436568885619,0.0009006654853328429,0.0
2021-08,2021-08-31,2021-09-30,0.015417327308921988,0.49399754670069557,0.0,0.015417327308921988,0.0,0.015417327308921988,0.0023125990963382983,0.0
2021-09,2021-09-30,2021-10-29,-0.008463457891575902,0.18083599085941165,0.0,-0.008463457891575902,0.0,0.0,0.0,0.008463457891575902
2021-10,2021-10-29,2021-11-30,0.024116907597756768,0.30941471531485354,0.0,0.024116907597756768,0.008463457891575902,0.015653449706180864,0.0023480174559271294,0.0
2021-11,2021-11-30,2021-12-30,0.003437116987027647,0.1793793762868467,0.0,0.003437116987027647,0.0,0.003437116987027647,0.0005155675480541471,0.0
2021-12,2021-12-30,2022-01-31,0.0003714598887480522,0.3947361062682164,0.0,0.0003714598887480522,0.0,0.0003714598887480522,5.5718983312207826e-05,0.0
2022-01,2022-01-31,2022-02-25,-0.01212766490304576,0.410665255494735,0.0,-0.01212766490304576,0.0,0.0,0.0,0.01212766490304576
2022-02,2022-02-25,2022-03-31,0.0509694708191532,0.7229843058786437,0.0,0.0509694708191532,0.01212766490304576,0.03884180591610744,0.005826270887416116,0.0
2022-03,2022-03-31,2022-04-29,0.05719166074310719,0.7308376356939913,0.0,0.05719166074310719,0.0,0.05719166074310719,0.008578749111466078,0.0
2022-04,2022-04-29,2022-05-31,0.01311821961570359,0.837422922692625,0.0,0.01311821961570359,0.0,0.01311821961570359,0.0019677329423555385,0.0
2022-05,2022-05-31,2022-06-30,0.009815110278610248,1.2002810690404224,0.0,0.009815110278610248,0.0,0.009815110278610248,0.001472266541791537,0.0
2022-06,2022-06-30,2022-07-29,0.004862217895013782,0.7191718473863143,0.0,0.004862217895013782,0.0,0.004862217895013782,0.0007293326842520673,0.0
2022-07,2022-07-29,2022-08-31,0.006672776745435233,0.9764468474679175,0.0,0.006672776745435233,0.0,0.006672776745435233,0.001000916511815285,0.0
2022-08,2022-08-31,2022-09-30,0.030391323471256053,1.1456440621797517,0.0,0.030391323471256053,0.0,0.030391323471256053,0.004558698520688408,0.0
2022-09,2022-09-30,2022-10-31,0.0266588792506901,1.0783259246243309,0.0,0.0266588792506901,0.0,0.0266588792506901,0.0039988318876035146,0.0
2022-10,2022-10-31,2022-11-30,0.010586920736103528,1.282168764629905,0.0,0.010586920736103528,0.0,0.010586920736103528,0.0015880381104155293,0.0
2022-11,2022-11-30,2022-12-29,0.022837020068777164,1.4065295594090528,0.0,0.022837020068777164,0.0,0.022837020068777164,0.0034255530103165744,0.0
2022-12,2022-12-29,2023-01-31,0.036388637134057225,1.8831830335580462,0.0,0.036388637134057225,0.0,0.036388637134057225,0.005458295570108584,0.0
2023-01,2023-01-31,2023-02-28,0.044052630098747214,1.5133339223414037,0.0,0.044052630098747214,0.0,0.044052630098747214,0.006607894514812082,0.0
2023-02,2023-02-28,2023-03-31,-0.0030453060472350538,0.550885299076074,0.0,-0.0030453060472350538,0.0,0.0,0.0,0.0030453060472350538
2023-03,2023-03-31,2023-04-28,-0.013042369591133775,1.3892345951889544,0.0,-0.013042369591133775,0.0,0.0,0.0,0.01608767563836883
2023-04,2023-04-28,2023-05-31,0.008694384826808895,0.7342808374799065,0.0,0.008694384826808895,0.008694384826808895,0.0,0.0,0.007393290811559934
2023-05,2023-05-31,2023-06-30,0.03404506448525266,0.7216265048006115,0.0,0.03404506448525266,0.007393290811559934,0.026651773673692723,0.003997766051053908,0.0
2023-06,2023-06-30,2023-07-31,0.023575645337721926,0.2507063805183273,0.0,0.023575645337721926,0.0,0.023575645337721926,0.003536346800658289,0.0
2023-07,2023-07-31,2023-08-31,0.09355311600631942,1.6906156942634694,0.0,0.09355311600631942,0.0,0.09355311600631942,0.014032967400947912,0.0
2023-08,2023-08-31,2023-09-29,0.021033467113073967,0.5442309124863224,0.0,0.021033467113073967,0.0,0.021033467113073967,0.003155020066961095,0.0
2023-09,2023-09-29,2023-10-31,-0.00193754049824332,0.6111109509325623,0.0,-0.00193754049824332,0.0,0.0,0.0,0.00193754049824332
2023-10,2023-10-31,2023-11-30,0.003238906571392205,0.5042199621993787,0.0,0.003238906571392205,0.00193754049824332,0.001301366073148885,0.00019520491097233273,0.0
