company,strategy_total_return,strategy_annualized_return,strategy_annualized_volatility,strategy_sharpe_ratio,strategy_max_drawdown,strategy_hit_ratio,strategy_observations,benchmark_50_50_total_return,benchmark_50_50_annualized_return,benchmark_50_50_annualized_volatility,benchmark_50_50_sharpe_ratio,benchmark_50_50_max_drawdown,benchmark_50_50_hit_ratio,benchmark_50_50_observations,ibovespa_total_return,ibovespa_annualized_return,ibovespa_annualized_volatility,ibovespa_sharpe_ratio,ibovespa_max_drawdown,ibovespa_hit_ratio,ibovespa_observations,strategy_final_value,benchmark_50_50_final_value,ibovespa_final_value,strategy_final_cumulative_return,benchmark_50_50_final_cumulative_return,ibovespa_final_cumulative_return,strategy_excess_return_vs_50_50,strategy_excess_return_vs_ibovespa,benchmark_50_50_excess_return_vs_ibovespa,total_tax_paid,total_transaction_cost,total_realized_pnl,gross_sale_value,gross_buy_value,number_of_trading_days,number_of_trade_days,final_weight_on,final_weight_pn,final_target_weight_on,final_target_weight_pn,policy_group,last_signal,final_accumulated_loss
BTG,5.470373130709437,0.37019778090142674,0.4339897288668144,0.8530104660956975,-0.4833193851147213,0.49631614199598123,1494,2.3322513603619925,0.22510308417116276,0.41316755566147734,0.5448227506895473,-0.5455910063275894,0.5016744809109176,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,6.463909221487949,3.3322513603619925,1.358867533080887,5.463909221487949,2.3322513603619925,0.35886753308088704,3.138121770347445,5.11150559762855,1.9733838272811055,0.0,0.2209094919124846,5.223457880936228,110.56520070219855,110.34429121028607,1494,119,0.0,1.0,0.0,1.0,forced_default_rotation,overweight_pn,0.0
ISAE,1.8214200557577573,0.19119404026724363,0.21146518456186134,0.9041395663469716,-0.2452558746631267,0.507032819825854,1494,0.9137657173999283,0.11570018080390088,0.19414817658529007,0.5959375093748219,-0.24674461552094074,0.5164099129269927,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,2.8186014543034537,1.9137657173999283,1.358867533080887,1.8186014543034537,0.9137657173999283,0.35886753308088704,0.907654338357829,1.4625525226768703,0.5548981843190413,0.0,0.1360153120157236,1.5986280500847445,68.07566366386966,67.93964835185393,1494,82,0.49784448620325394,0.5021555137967461,0.5,0.5,forced_default_rotation,return_to_50_50,0.0
SAPR,1.5690854931117824,0.17251734150882436,0.3172331534813641,0.5438187642609016,-0.4673424967779778,0.49296718017414604,1494,0.8080095880624236,0.10505337556812089,0.3120030517869713,0.3367062436294661,-0.5251782008596091,0.5016744809109176,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,2.5665189741376446,1.8080095880624236,1.358867533080887,1.5665189741376446,0.8080095880624236,0.35886753308088704,0.7610759050493587,1.2102179600308953,0.4491420549815366,0.0,0.08957344722218424,1.4000028065874628,44.83151033470321,44.74193688748103,1494,73,0.0,1.0,0.0,1.0,forced_default_rotation,overweight_pn,0.0
ALUP,0.7668999376282599,0.1007746058504293,0.2775200780965666,0.3631254593959991,-0.39057249534281036,0.5077026121902211,1494,0.6215067159437888,0.08494564834589324,0.25157737422674353,0.33765217801078085,-0.2937336176732698,0.5123911587407903,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,1.76689993762826,1.6215067159437888,1.358867533080887,0.7668999376282599,0.6215067159437888,0.35886753308088704,0.1453932216844711,0.4080324045473729,0.2626391828629018,0.0,0.11212008838091062,0.7860407386777643,56.116104234645775,56.003984146264855,1494,99,0.4956420764629202,0.5043579235370799,0.5,0.5,forced_default_rotation,hold_previous_allocation,0.0
PETR,2.4606050181017194,0.23293819521007708,0.4233408618104797,0.5502379198971781,-0.6497747300011276,0.522438044206296,1494,2.4435913106124874,0.23191365867853353,0.42315887502361094,0.5480533964119114,-0.6495353626230906,0.522438044206296,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,3.4606050181017194,3.4435913106124874,1.358867533080887,2.4606050181017194,2.4435913106124874,0.35886753308088704,0.017013707489232033,2.1017374850208324,2.0847237775316003,0.0,0.0006665610214874353,0.16547026017617106,0.33361379125446133,0.33294723023297396,1494,6,0.4830463214849392,0.5169536785150608,0.5,0.5,conservative_preservation,hold_previous_allocation,0.0
ITUB,0.7854702617256342,0.10271757795918557,0.28743052247642253,0.35736489317209286,-0.4105378705862385,0.5110515740120563,1494,0.7853352442374422,0.1027035121314146,0.28691595356173794,0.3579567844048626,-0.40897101443610884,0.5110515740120563,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,1.7854702617256342,1.7853352442374422,1.358867533080887,0.7854702617256342,0.7853352442374422,0.35886753308088704,0.00013501748819200188,0.42660272864474713,0.42646771115655513,0.0,0.005815559923432533,0.17881519818247554,2.9106877416779833,2.9048721817545506,1494,108,0.48302901390254616,0.5169709860974538,0.475,0.525,defensive_rotation,overweight_pn,0.0
BBDC,-0.11227932164803922,-0.0198884059931419,0.34705888069756213,-0.05730556715093331,-0.5496081234382324,0.49899531145344944,1494,-0.09716705118382585,-0.017093761352223624,0.3474481771835772,-0.04919801707059177,-0.541584585530193,0.506363027461487,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,0.8868338445074533,0.9028329488161742,1.358867533080887,-0.11316615549254672,-0.09716705118382585,0.35886753308088704,-0.015112270464213373,-0.47114685472892626,-0.4560345842647129,0.0,0.07367797447853759,-0.09423631465862053,36.87582622650807,36.802148252029525,1494,106,0.0,1.0,0.0,1.0,moderate_rotation,hold_previous_allocation,0.09423631465862053
GGBR,0.8456398447635487,0.10889967931050837,0.3795130081926479,0.28694584101114357,-0.5956353791452851,0.5043536503683858,1494,0.9197510235830118,0.11628798296870047,0.3695505583406601,0.3146740827313365,-0.6094617181644439,0.5117213663764233,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,1.8437960487148342,1.9197510235830118,1.358867533080887,0.8437960487148342,0.9197510235830118,0.35886753308088704,-0.07411117881946305,0.48677231168266166,0.5608834905021247,0.0,0.16681282934098735,0.6939272000668331,83.48982108516417,83.32300825582317,1494,109,1.0,0.0,1.0,0.0,moderate_rotation,hold_previous_allocation,0.4031856083404043
UNIP,2.7888758363694217,0.2519300473705979,0.36120134930935555,0.6974781457829747,-0.6028225854634509,0.5137307434695244,1494,2.866927549238783,0.25624338836895233,0.3397399384022184,0.7542339283807886,-0.5338723489488337,0.5090421969189551,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,3.7850907456237977,3.866927549238783,1.358867533080887,2.7850907456237977,2.866927549238783,0.35886753308088704,-0.07805171286936119,2.4300083032885347,2.508060016157896,0.0,0.2185351374570844,2.972484842591582,109.37683629727073,109.15830115981366,1494,83,0.0,1.0,0.0,1.0,forced_default_rotation,hold_previous_allocation,0.2548711186635815
TAEE,1.3804770985205335,0.1575338180279804,0.18912854732284598,0.8329457411792373,-0.22034681607274986,0.5056932350971199,1494,1.480699584234697,0.1656137984234647,0.1857199649787457,0.8917393369227588,-0.23706953237215878,0.5097119892833222,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,2.3780989995210122,2.480699584234697,1.358867533080887,1.3780989995210122,1.480699584234697,0.35886753308088704,-0.10022248571416359,1.0216095654396464,1.12183205115381,0.0,0.23017511401684806,1.3107245259763882,115.20264456543245,114.9724694514156,1494,135,0.5009118761604177,0.49908812383958234,0.5,0.5,forced_default_rotation,hold_previous_allocation,0.09990871349314179
RAPT,-0.5320522751071062,-0.12022698739699089,0.409988761540092,-0.2932445927185107,-0.6449751183729955,0.4755525787006028,1494,-0.41132056903502234,-0.08549857559204066,0.39188651715654615,-0.21817177128828524,-0.6556812530926568,0.49296718017414604,1494,0.35886753308088704,0.05308544668780302,0.24341825340076537,0.2180832618185079,-0.4681580884813601,0.5157401205626256,1494,0.4679477248928938,0.5886794309649777,1.358867533080887,-0.5320522751071062,-0.41132056903502234,0.35886753308088704,-0.12073170607208383,-0.8909198081879932,-0.7701881021159094,0.0,0.040171044292031076,-0.4909182492794474,20.105607668161554,20.06543662386952,1494,56,0.0,1.0,0.0,1.0,forced_default_rotation,hold_previous_allocation,0.5836824654346884
