calculation_month,calculation_date,tax_payment_date,monthly_realized_pnl,monthly_sales_value,monthly_transaction_cost,monthly_tax_base,loss_used,taxable_profit,tax_due,accumulated_loss_after
2020-01,2020-01-31,2020-02-28,0.025358769865457376,0.959592079650968,0.0019172668924095266,0.02344150297304785,0.0,0.02344150297304785,0.0035162254459571774,0.0
2020-02,2020-02-28,2020-03-31,0.0018682033927332597,0.8436464901333091,0.0016856073728937244,0.00018259601983953533,0.0,0.00018259601983953533,2.73894029759303e-05,0.0
2020-03,2020-03-31,2020-04-30,-0.10839305124145887,0.692055235464931,0.001382727743186675,-0.10977577898464555,0.0,0.0,0.0,0.10977577898464555
2020-04,2020-04-30,2020-05-29,-0.04104329833023446,0.5824823121272766,0.0011638008234311225,-0.04220709915366558,0.0,0.0,0.0,0.15198287813831113
2020-05,2020-05-29,2020-06-30,-0.019745811297203972,0.5208370914142951,0.0010406335492793113,-0.020786444846483284,0.0,0.0,0.0,0.17276932298479442
2020-06,2020-06-30,2020-07-31,0.056350853958934584,0.47276491060776576,0.000944585235979552,0.05540626872295503,0.05540626872295503,0.0,0.0,0.11736305426183938
2020-07,2020-07-31,2020-08-31,0.04116943198263588,0.5884788515460065,0.0011757819211708426,0.03999365006146504,0.03999365006146504,0.0,0.0,0.07736940420037433
2020-08,2020-08-31,2020-09-30,0.025496090463307648,0.8658182662640208,0.0017299066259021396,0.02376618383740551,0.02376618383740551,0.0,0.0,0.05360322036296882
2020-09,2020-09-30,2020-10-30,0.016293025083175292,1.5605634661259757,0.0031180089233286234,0.013175016159846668,0.013175016159846668,0.0,0.0,0.04042820420312215
2020-10,2020-10-30,2020-11-30,0.007271532775384232,0.6171896550972101,0.00123314616403039,0.006038386611353842,0.006038386611353842,0.0,0.0,0.03438981759176831
2020-11,2020-11-30,2020-12-30,0.014048975613223703,0.47602021382860604,0.0009510893383188933,0.01309788627490481,0.01309788627490481,0.0,0.0,0.0212919313168635
2020-12,2020-12-30,2021-01-29,0.04488264549895153,0.5468221349374836,0.0010925517181568103,0.04379009378079472,0.0212919313168635,0.022498162463931222,0.003374724369589683,0.0
2021-01,2021-01-29,2021-02-26,0.06527516642753825,0.7830049950561642,0.0015644455445677607,0.06371072088297049,0.0,0.06371072088297049,0.009556608132445573,0.0
2021-02,2021-02-26,2021-03-31,0.01580943294551786,0.7717128757651439,0.0015418838676626255,0.014267549077855235,0.0,0.014267549077855235,0.0021401323616782853,0.0
2021-03,2021-03-31,2021-04-30,0.05460721925293428,1.1627834973135478,0.0023232437508762197,0.052283975502058065,0.0,0.052283975502058065,0.007842596325308709,0.0
2021-04,2021-04-30,2021-05-31,0.03114839028861348,0.7550638597568283,0.0015086191004132436,0.029639771188200235,0.0,0.029639771188200235,0.004445965678230035,0.0
2021-05,2021-05-31,2021-06-30,0.03578615557995756,0.6151052339016431,0.0012289814863169692,0.03455717409364059,0.0,0.03455717409364059,0.005183576114046088,0.0
2021-06,2021-06-30,2021-07-30,0.12970286151372395,0.6260616904783454,0.0012508725084482424,0.1284519890052757,0.0,0.1284519890052757,0.019267798350791357,0.0
2021-07,2021-07-30,2021-08-31,-0.007213297846226504,1.2677909152639046,0.0025330487817460633,-0.009746346627972568,0.0,0.0,0.0,0.009746346627972568
2021-08,2021-08-31,2021-09-30,0.017405957324330975,1.2764887336589015,0.0025504270402775253,0.01485553028405345,0.009746346627972568,0.005109183656080882,0.0007663775484121323,0.0
2021-09,2021-09-30,2021-10-29,-0.03001059792184403,1.481678304240382,0.0029603962122684954,-0.03297099413411253,0.0,0.0,0.0,0.03297099413411253
2021-10,2021-10-29,2021-11-30,-0.038078170908974265,1.4320655761262495,0.0028612698823701293,-0.04093944079134439,0.0,0.0,0.0,0.07391043492545693
2021-11,2021-11-30,2021-12-30,0.027221227791806933,1.8466270296798033,0.0036895644948647427,0.02353166329694219,0.02353166329694219,0.0,0.0,0.05037877162851474
2021-12,2021-12-30,2022-01-31,0.025261689894269405,1.3365205856174414,0.0026703708004344484,0.022591319093834956,0.022591319093834956,0.0,0.0,0.027787452534679787
2022-01,2022-01-31,2022-02-25,0.02512881683429391,1.3891724011667044,0.0027755692331003085,0.0223532476011936,0.0223532476011936,0.0,0.0,0.005434204933486186
2022-02,2022-02-25,2022-03-31,0.01390555190156565,1.4253297387747297,0.002847811665883576,0.011057740235682074,0.005434204933486186,0.005623535302195889,0.0008435302953293833,0.0
2022-03,2022-03-31,2022-04-29,0.06692163168552547,1.610592855710682,0.003217967743677686,0.06370366394184777,0.0,0.06370366394184777,0.009555549591277166,0.0
