,strategy_portfolio_pre_tax_value,strategy_portfolio_pre_tax_return,strategy_portfolio_pre_tax_cumulative_return,benchmark_50_50_portfolio_value,benchmark_50_50_portfolio_return,benchmark_50_50_portfolio_cumulative_return,ibovespa_portfolio_value,ibovespa_portfolio_return,ibovespa_portfolio_cumulative_return,portfolio_daily_realized_pnl,portfolio_daily_gross_sale_value,portfolio_daily_gross_buy_value,portfolio_daily_transaction_cost,portfolio_tax_paid,portfolio_cumulative_tax_paid,strategy_portfolio_value,strategy_portfolio_return,strategy_portfolio_cumulative_return,strategy_minus_50_50,strategy_minus_ibovespa,strategy_pre_tax_minus_50_50,strategy_pre_tax_minus_ibovespa
2020-01-02,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.00034000000000000035,0.33999999999999997,0.33932067932067933,0.0006793206793206793,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,0.9987199398672117,-0.0012800601327882521,-0.0012800601327882521,0.9923675526178776,-0.0076324473821224315,-0.0076324473821224315,0.9926964823357762,-0.007303517664223769,-0.007303517664223769,0.0,0.0,0.0,0.0,0.0,0.0,0.9987199398672117,-0.0012800601327882521,-0.0012800601327882521,0.006352387249334179,0.0060234575314355165,0.006352387249334179,0.0060234575314355165
2020-01-06,1.0020828872390664,0.0033672576641472496,0.0020828872390663555,0.9976559762217031,0.005329097661319837,-0.0023440237782969,0.9857050087288002,-0.007042911636520932,-0.01429499127119982,0.004769658735311255,0.04479445318849975,0.044704953781529715,8.949940697002949e-05,0.0,0.0,1.0020828872390664,0.0033672576641472496,0.0020828872390663555,0.004426911017363255,0.016377878510266175,0.004426911017363255,0.016377878510266175
2020-01-07,0.9951402605855443,-0.006928196002478737,-0.0048597394144557216,0.9921106382530286,-0.005558366912886803,-0.007889361746971413,0.9838833461243284,-0.0018480809048754265,-0.016116653875671627,0.0,0.0,0.0,0.0,0.0,0.0,0.9951402605855443,-0.006928196002478737,-0.0048597394144557216,0.0030296223325156912,0.011256914461215906,0.0030296223325156912,0.011256914461215906
2020-01-08,0.9864018867449217,-0.008781047442981471,-0.013598113255078315,0.985837833167941,-0.006322687050441367,-0.014162166832058953,0.980383392509256,-0.0035572851485485835,-0.01961660749074401,-4.494005994005956e-05,0.02997002997002997,0.029910149790269666,5.988017976029964e-05,0.0,0.0,0.9864018867449217,-0.008781047442981471,-0.013598113255078315,0.0005640535769806387,0.0060184942356656945,0.0005640535769806387,0.0060184942356656945
2020-01-09,0.9830634485230706,-0.003384460499024189,-0.016936551476929407,0.9811617963609502,-0.004743210951809962,-0.018838203639049755,0.9778533055586011,-0.0025807117603035,-0.02214669444139894,-0.0006460438060115992,0.05938383984285315,0.0592651908121981,0.00011864903065505125,0.0,0.0,0.9830634485230706,-0.003384460499024189,-0.016936551476929407,0.0019016521621203486,0.005210142964469533,0.0019016521621203486,0.005210142964469533
2020-01-10,0.9831143744019881,5.180324728182306e-05,-0.016885625598011877,0.9770204065492868,-0.004220904061922881,-0.02297959345071321,0.9741087768716318,-0.0038293358172268865,-0.025891223128368224,0.0006705672801904945,0.055528251085905256,0.05541730552929007,0.00011094555661519533,0.0,0.0,0.9831143744019881,5.180324728182306e-05,-0.016885625598011877,0.006093967852701332,0.009005597530356346,0.006093967852701332,0.009005597530356346
2020-01-13,0.9945916210099066,0.011674375745853505,-0.005408378990093388,0.9872326244599179,0.010452410044022864,-0.012767375540082115,0.9894748382852758,0.015774482048085403,-0.010525161714724174,0.0,0.0,0.0,0.0,0.0,0.0,0.9945916210099066,0.011674375745853505,-0.005408378990093388,0.007358996549988728,0.005116782724630786,0.007358996549988728,0.005116782724630786
2020-01-14,0.9929548540363559,-0.0016456673663596266,-0.007045145963644139,0.9880759362765772,0.0008542179378649983,-0.011924063723422806,0.9920639605981127,0.002616663115278195,-0.007936039401887252,0.0,0.0,0.0,0.0,0.0,0.0,0.9929548540363559,-0.0016456673663596266,-0.007045145963644139,0.004878917759778667,0.0008908934382431122,0.004878917759778667,0.0008908934382431122
2020-01-15,0.9929736038991843,1.888289558404921e-05,-0.0070263961008156794,0.9860581837495289,-0.0020421026896494388,-0.013941816250471084,0.981791807578454,-0.010354325353645222,-0.018208192421546032,0.0,0.0,0.0,0.0,0.0,0.0,0.9929736038991843,1.888289558404921e-05,-0.0070263961008156794,0.006915420149655405,0.011181796320730353,0.006915420149655405,0.011181796320730353
2020-01-16,0.9984834362972191,0.00554882060952977,-0.0015165637027808598,0.9919286693993128,0.0059534880867384565,-0.00807133060068721,0.9842375582974203,0.0024911093167487852,-0.015762441702579677,0.005699582328738255,0.035831435938309765,0.035759844657713744,7.159128059602351e-05,0.0,0.0,0.9984834362972191,0.00554882060952977,-0.0015165637027808598,0.00655476689790635,0.014245877999798817,0.00655476689790635,0.014245877999798817
2020-01-17,1.0139942814379315,0.015534404054045048,0.013994281437931466,1.0087482866997288,0.016956478645386408,0.008748286699728824,0.9991988057989595,0.015200850013709966,-0.0008011942010405226,0.0,0.0,0.0,0.0,0.0,0.0,1.0139942814379315,0.015534404054045048,0.013994281437931466,0.005245994738202642,0.014795475638971989,0.005245994738202642,0.014795475638971989
2020-01-20,1.0141573279392861,0.0001607962730554302,0.014157327939286146,1.0067903190806495,-0.0019409873056489557,0.006790319080649532,1.0024373170957976,0.003241108053815722,0.002437317095797642,0.0,0.0,0.0,0.0,0.0,0.0,1.0141573279392861,0.0001607962730554302,0.014157327939286146,0.0073670088586366145,0.011720010843488504,0.0073670088586366145,0.011720010843488504
