date,pair,ON,PN,target_weight_on,target_weight_pn,weight_on_before_trade,weight_pn_before_trade,weight_on,weight_pn,on_quantity,pn_quantity,on_average_cost,pn_average_cost,on_value,pn_value,cash,strategy_value,strategy_return,signal,traded,trade_direction,gross_sale_value,gross_buy_value,transaction_cost,realized_pnl,tax_paid,accumulated_loss,on_unrealized_pnl,pn_unrealized_pnl,on_quantity_before_trade,pn_quantity_before_trade,on_average_cost_before_trade,pn_average_cost_before_trade,strategy_cumulative_return,spread,spread_mean,spread_std,z_score,policy_group,policy_explanation,raw_target_weight_on,raw_target_weight_pn,raw_signal,signal_decision_date,signal_execution_lag,benchmark_50_50_value,benchmark_50_50_return,benchmark_50_50_cumulative_return,benchmark_50_50_weight_on,benchmark_50_50_weight_pn,ibovespa_value,ibovespa_return,ibovespa_cumulative_return,company,strategy_minus_50_50,strategy_minus_ibovespa,benchmark_50_50_minus_ibovespa
2020-01-02,TASA,3.9131298065185542,4.64916467666626,1.0,0.0,0.5,0.5,1.0,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,0.9990009990009991,0.0,-5.551115123125783e-17,0.9990009990009991,0.0,overweight_on,True,sell_pn_buy_on,0.5,0.49900099900099903,0.000999000999000999,-0.0005000000000000004,0.0,0.0,-0.0004990009990009182,0.0,0.1277749588493313,0.10754620125835833,3.9131298065185542,4.64916467666626,-0.0009990009990008542,-0.17235004821194666,0.008542980417283696,0.05912833382217363,-3.0593290379745812,active_reversion,Strong reversion evidence and high spread opportunity. The strategy is allowed to rotate actively between ON and PN.,1.0,0.0,overweight_on,2019-12-30,1,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,TASA,-0.0009990009990008542,-0.0009990009990008542,0.0
2020-01-03,TASA,3.995119094848633,4.723670482635498,1.0,0.0,1.0,0.0,1.0,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,1.0199324234614622,0.0,-5.551115123125783e-17,1.0199324234614622,0.02095235588492339,overweight_on,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.020432423461462117,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,0.01993242346146218,-0.16751275226493267,0.007280158735213172,0.05958003114093449,-2.9337499100441775,active_reversion,Strong reversion evidence and high spread opportunity. The strategy is allowed to rotate actively between ON and PN.,1.0,0.0,overweight_on,2020-01-02,1,1.0184889943461455,0.018488994346145482,0.018488994346145482,0.5012093216286344,0.49879067837136565,0.9926964823357763,-0.007303517664223658,-0.007303517664223658,TASA,0.0014434291153166967,0.027235941125685836,0.02579251201036914
2020-01-06,TASA,4.174005031585693,4.880132675170898,1.0,0.0,1.0,0.0,1.0,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,1.0656010412542734,0.0,-5.551115123125783e-17,1.0656010412542734,0.044776121184401996,overweight_on,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0661010412542733,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,0.06560104125427335,-0.1562963929172605,0.006070980054695741,0.06002322526485189,-2.7050757811749007,active_reversion,Strong reversion evidence and high spread opportunity. The strategy is allowed to rotate actively between ON and PN.,1.0,0.0,overweight_on,2020-01-03,1,1.0581730519991839,0.03896365878603825,0.05817305199918388,0.5040133276311927,0.4959866723688073,0.9857050087288001,-0.007042911636521154,-0.01429499127119993,TASA,0.007427989255089473,0.07989603252547328,0.07246804327038381
2020-01-07,TASA,4.159097671508789,4.716220378875732,1.0,0.0,1.0,0.0,1.0,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,1.061795272382388,0.0,-5.551115123125783e-17,1.061795272382388,-0.003571476307310806,overweight_on,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.06229527238238796,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,0.06179527238238802,-0.12570956676643652,0.004785441448465748,0.06001777923336213,-2.174272521939031,active_reversion,Strong reversion evidence and high spread opportunity. The strategy is allowed to rotate actively between ON and PN.,1.0,0.0,overweight_on,2020-01-06,1,1.0386401198727255,-0.018459109395722373,0.03864011987272553,0.5116580070992309,0.4883419929007691,0.9838833461243285,-0.0018480809048752045,-0.016116653875671516,TASA,0.02315515250966249,0.07791192625805954,0.05475677374839705
2020-01-08,TASA,4.002572536468506,4.559757709503174,1.0,0.0,1.0,0.0,1.0,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,1.0218352470304235,0.0,-5.551115123125783e-17,1.0218352470304235,-0.03763439750706821,overweight_on,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0223352470304235,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,0.0218352470304235,-0.1303321997188578,0.0036190727919526997,0.059684174837250095,-2.2443348320735903,active_reversion,Strong reversion evidence and high spread opportunity. The strategy is allowed to rotate actively between ON and PN.,1.0,0.0,overweight_on,2020-01-07,1,1.0018131614543062,-0.035456899568766964,0.0018131614543062113,0.5105029169274432,0.48949708307255685,0.980383392509256,-0.0035572851485486945,-0.01961660749074401,TASA,0.020022085576117288,0.04145185452116751,0.02142976894505022
2020-01-09,TASA,4.047293663024902,4.686417579650879,1.0,0.0,1.0,0.0,1.0,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,1.0332523101781543,0.0,-5.551115123125783e-17,1.0332523101781543,0.011173095839970504,overweight_on,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.03375231017815437,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,0.03325231017815433,-0.14662002188961054,0.0023580314022100604,0.05913926754123571,-2.51910548584227,active_reversion,Strong reversion evidence and high spread opportunity. The strategy is allowed to rotate actively between ON and PN.,1.0,0.0,overweight_on,2020-01-08,1,1.021149189446008,0.01930103210426215,0.021149189446008076,0.5064321517257685,0.49356784827423167,0.9778533055586011,-0.0025807117603035,-0.02214669444139894,TASA,0.012103120732146255,0.05539900461955327,0.043295883887407016
2020-01-10,TASA,4.039839744567871,4.611911773681641,1.0,0.0,1.0,0.0,1.0,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,1.0313493648752305,0.0,-5.551115123125783e-17,1.0313493648752305,-0.0018417043777000375,overweight_on,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.031849364875230414,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,0.031349364875230545,-0.13243744849293204,0.0009654354674065719,0.058493033256439814,-2.280662782104082,active_reversion,Strong reversion evidence and high spread opportunity. The strategy is allowed to rotate actively between ON and PN.,1.0,0.0,overweight_on,2020-01-09,1,1.012183948918211,-0.008779559951137883,0.012183948918210952,0.5099768255283441,0.49002317447165583,0.9741087768716319,-0.0038293358172267755,-0.025891223128368113,TASA,0.019165415957019594,0.05724058800359866,0.038075172046579064
2020-01-13,TASA,3.868407249450683,4.597010135650635,1.0,0.0,1.0,0.0,1.0,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,0.9875835706513806,0.0,-5.551115123125783e-17,0.9875835706513805,-0.04243546921575381,overweight_on,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.0119164293486195,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,-0.012416429348619529,-0.17256326278513812,-5.351766519401699e-05,0.05857177582924898,-2.945270869417586,active_reversion,Strong reversion evidence and high spread opportunity. The strategy is allowed to rotate actively between ON and PN.,1.0,0.0,overweight_on,2020-01-10,1,0.9886765543464122,-0.023224429311413886,-0.011323445653587783,0.49994669635690403,0.5000533036430959,0.9894748382852758,0.015774482048085403,-0.010525161714724174,TASA,-0.0010929836950317462,-0.001891267633895355,-0.0007982839388636087
2020-01-14,TASA,3.7715113162994385,4.37349271774292,1.0,0.0,1.0,0.0,1.0,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,0.9628465599199763,0.0,-5.551115123125783e-17,0.9628465599199763,-0.025048017673166112,overweight_on,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.03665344008002379,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,-0.03715344008002375,-0.14808613800543347,-0.0010695165798065458,0.059332859646987646,-2.4778280079593467,active_reversion,Strong reversion evidence and high spread opportunity. The strategy is allowed to rotate actively between ON and PN.,1.0,0.0,overweight_on,2020-01-13,1,0.9522572312642927,-0.03683643849144913,-0.047742768735707264,0.506065679963525,0.49393432003647486,0.9920639605981126,0.002616663115277973,-0.007936039401887363,TASA,0.010589328655683516,-0.029217400678136385,-0.0398067293338199
2020-01-15,TASA,3.9131298065185542,4.589560031890869,1.0,0.0,1.0,0.0,1.0,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,0.9990009990009991,0.0,-5.551115123125783e-17,0.9990009990009991,0.037549533421013415,overweight_on,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004990009990009182,0.0,0.25529462307558703,0.0,3.91508441485691,0.0,-0.0009990009990008542,-0.15944665003604208,-0.0020251563404728337,0.059753874091134425,-2.634498534027697,active_reversion,Strong reversion evidence and high spread opportunity. The strategy is allowed to rotate actively between ON and PN.,1.0,0.0,overweight_on,2020-01-14,1,0.9935897468770529,0.04340477998563874,-0.006410253122947074,0.5032258047866813,0.49677419521331856,0.9817918075784539,-0.010354325353645222,-0.018208192421546143,TASA,0.00541125212394622,0.01720919142254529,0.01179793929859907
