date,pair,ON,PN,target_weight_on,target_weight_pn,weight_on_before_trade,weight_pn_before_trade,weight_on,weight_pn,on_quantity,pn_quantity,on_average_cost,pn_average_cost,on_value,pn_value,cash,strategy_value,strategy_return,signal,traded,trade_direction,gross_sale_value,gross_buy_value,transaction_cost,realized_pnl,tax_paid,accumulated_loss,on_unrealized_pnl,pn_unrealized_pnl,on_quantity_before_trade,pn_quantity_before_trade,on_average_cost_before_trade,pn_average_cost_before_trade,strategy_cumulative_return,spread,spread_mean,spread_std,z_score,policy_group,policy_explanation,benchmark_50_50_value,benchmark_50_50_return,benchmark_50_50_cumulative_return,benchmark_50_50_weight_on,benchmark_50_50_weight_pn,ibovespa_value,ibovespa_return,ibovespa_cumulative_return,company,strategy_minus_50_50,strategy_minus_ibovespa,benchmark_50_50_minus_ibovespa
2020-09-10,CMIG,3.3571884632110596,2.8603456020355225,0.5,0.5,0.5,0.5,0.5,0.5,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.5,0.5,0.0,1.0,0.0,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.0,0.16016139938502838,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,CMIG,0.0,0.0,0.0
2020-09-11,CMIG,3.298290729522705,2.7903270721435547,0.5,0.5,0.50177103135021,0.49822896864979005,0.50177103135021,0.49822896864979005,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.4912281162744107,0.48776047729299915,0.0,0.9789885935674099,-0.02101140643259014,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.0087718837255893,-0.012239522707000882,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,-0.02101140643259014,0.1672455544123952,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,0.9789885935674099,-0.02101140643259014,-0.02101140643259014,0.50177103135021,0.4982289686497901,0.995224363838721,-0.004775636161278962,-0.004775636161278962,CMIG,0.0,-0.01623577027131118,-0.01623577027131118
2020-09-14,CMIG,3.3807482719421387,2.80588698387146,0.5,0.5,0.5065536155503647,0.4934463844496353,0.5065536155503647,0.4934463844496353,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.5035088600162388,0.4904804129044218,0.0,0.9939892729206606,0.01532262934605666,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.003508860016238824,-0.009519587095578212,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,-0.006010727079339362,0.1863773629518124,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,0.9939892729206606,0.01532262934605666,-0.006010727079339362,0.5065536155503647,0.4934463844496353,1.0145697374411897,0.019438203389485764,0.014569737441189723,CMIG,0.0,-0.020580464520529085,-0.020580464520529085
2020-09-15,CMIG,3.348353862762451,2.7540223598480225,0.5,0.5,0.5088103185295745,0.4911896814704255,0.5088103185295745,0.4911896814704255,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.4986842263183286,0.4814142664942592,0.0,0.9800984928125878,-0.013974778688765177,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013157736816714698,-0.018585733505740817,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,-0.019901507187412237,0.19540632150034454,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,0.9800984928125878,-0.013974778688765177,-0.019901507187412237,0.5088103185295745,0.49118968147042563,1.01480244852532,0.00022936923460492586,0.014802448525319978,CMIG,0.0,-0.034703955712732215,-0.034703955712732215
2020-09-16,CMIG,3.4072530269622803,2.8032944202423096,0.5,0.5,0.5087365355040414,0.4912634644959586,0.5087365355040414,0.4912634644959586,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.507456323095924,0.4900272222782077,0.0,0.9974835453741318,0.0177380668259719,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.007456323095924039,-0.009972777721792302,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,-0.0025164546258682474,0.19511109850085062,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,0.9974835453741318,0.0177380668259719,-0.0025164546258682474,0.5087365355040414,0.49126346449595865,1.0085091313805838,-0.006201519471973449,0.008509131380583845,CMIG,0.0,-0.011025586006452093,-0.011025586006452093
2020-09-17,CMIG,3.3895821571350098,2.8318192958831787,0.5,0.5,0.5049063152891161,0.4950936847108839,0.5049063152891161,0.4950936847108839,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.5048245271719072,0.49501348610950313,0.0,0.9998380132814103,0.002360407766321071,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,0.00482452717190719,-0.0049865138904969086,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,-0.0001619867185896906,0.17978729046842878,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,0.9998380132814103,0.002360407766321071,-0.0001619867185896906,0.5049063152891161,0.49509368471088394,1.0127788738807102,0.0042337172438700055,0.012778873880710195,CMIG,0.0,-0.012940860599299886,-0.012940860599299886
2020-09-18,CMIG,3.2747321128845215,2.75661563873291,0.5,0.5,0.5030177031845322,0.4969822968154678,0.5030177031845322,0.4969822968154678,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.4877194338015104,0.481867582150074,0.0,0.9695870159515845,-0.03025589838352294,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.012280566198489619,-0.01813241784992597,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,-0.030412984048415526,0.17223235869069198,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,0.9695870159515845,-0.03025589838352294,-0.030412984048415526,0.5030177031845322,0.49698229681546774,0.9944857590934385,-0.01806229894703193,-0.005514240906561496,CMIG,0.0,-0.02489874314185403,-0.02489874314185403
2020-09-21,CMIG,3.183439254760742,2.707343816757202,0.5,0.5,0.5004581815747181,0.4995418184252819,0.5004581815747181,0.4995418184252819,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.4741228098520077,0.47325466804265914,0.0,0.9473774778946669,-0.022906183448754613,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.025877190147992318,-0.0267453319573409,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,-0.052622522105333136,0.16199412619689446,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,0.9473774778946669,-0.022906183448754613,-0.052622522105333136,0.5004581815747181,0.49954181842528184,0.9813426417766985,-0.013215993488655986,-0.0186573582233015,CMIG,0.0,-0.033965163882031635,-0.033965163882031635
2020-09-22,CMIG,3.2364485263824463,2.75661563873291,0.5,0.5,0.500077871482913,0.49992212851708695,0.500077871482913,0.49992212851708695,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.4820177005027104,0.481867582150074,0.0,0.9638852826527844,0.017424738441959242,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.017982299497289588,-0.01813241784992597,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,-0.03611471734721561,0.1604728853191988,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,0.9638852826527844,0.017424738441959242,-0.03611471734721561,0.500077871482913,0.499922128517087,0.9844083573632822,0.003124001195987214,-0.01559164263671775,CMIG,0.0,-0.020523074710497857,-0.020523074710497857
2020-09-23,CMIG,3.195218563079834,2.6995644569396973,0.5,0.5,0.502100899186242,0.497899100813758,0.502100899186242,0.497899100813758,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.4758771510884579,0.47189480442828174,0.0,0.9477719555167397,-0.016717058996583045,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.024122848911542157,-0.028105195571718273,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,-0.05222804448326035,0.16856504558599383,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,0.9477719555167397,-0.016717058996583045,-0.05222804448326035,0.502100899186242,0.49789910081375804,0.9686345930085496,-0.016023598577507348,-0.031365406991450406,CMIG,0.0,-0.020862637491809943,-0.020862637491809943
2020-09-24,CMIG,3.3012354373931885,2.795513868331909,0.5,0.5,0.5015298531192434,0.49847014688075664,0.5015298531192434,0.49847014688075664,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.49166668382918943,0.4886671502811624,0.0,0.9803338341103518,0.034356237704732395,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.008333316170810613,-0.011332849718837601,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,-0.0196661658896482,0.1662808309583521,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,0.9803338341103518,0.034356237704732395,-0.0196661658896482,0.5015298531192434,0.4984701468807567,0.9815551171143825,0.013338904266986917,-0.01844488288561752,CMIG,0.0,-0.0012212830040306821,-0.0012212830040306821
2020-09-25,CMIG,3.242337942123413,2.7332763671875,0.5,0.5,0.50265803325128,0.49734196674872,0.50265803325128,0.49734196674872,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.4828948356122678,0.477787782924274,0.0,0.9606826185365418,-0.020045432372170824,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.01710516438773221,-0.02221221707572601,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,-0.0393173814634582,0.1707936325485353,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,0.9606826185365418,-0.020045432372170824,-0.0393173814634582,0.50265803325128,0.49734196674871994,0.9814235847624829,-0.00013400404073715677,-0.018576415237517074,CMIG,0.0,-0.020740966225941126,-0.020740966225941126
2020-09-28,CMIG,3.1975605487823486,2.6650922298431396,0.5,0.5,0.5054968101250994,0.4945031898749006,0.5054968101250994,0.4945031898749006,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.4762259527312877,0.46586891946668374,0.0,0.9420948721979714,-0.01934847782182847,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.02377404726871234,-0.03413108053331627,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,-0.05790512780202861,0.18214952573999432,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,0.9420948721979714,-0.01934847782182847,-0.05790512780202861,0.5054968101250994,0.49450318987490066,0.9578185865331107,-0.02405179434839544,-0.042181413466889306,CMIG,0.0,-0.015723714335139305,-0.015723714335139305
2020-09-29,CMIG,3.170865058898926,2.6468026638031006,0.5,0.5,0.5051224885056627,0.49487751149433734,0.5051224885056627,0.49487751149433734,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.47225008271744146,0.46267182922223504,0.0,0.9349219119396766,-0.007613840675684602,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.027749917282558594,-0.03732817077776497,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,-0.06507808806032345,0.1806520703249731,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,0.9349219119396766,-0.007613840675684602,-0.06507808806032345,0.5051224885056627,0.49487751149433723,0.94683057621288,-0.01147191177402651,-0.053169423787119974,CMIG,0.0,-0.011908664273203473,-0.011908664273203473
2020-09-30,CMIG,3.1738297939300537,2.6389639377593994,0.5,0.5,0.5060974986709604,0.49390250132903957,0.5060974986709604,0.49390250132903957,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.47269163300030703,0.46130158815099476,0.0,0.9339932211513018,-0.0009933351400952528,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.027308366999692996,-0.03869841184900526,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,-0.06600677884869821,0.18455260325352119,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,0.9339932211513018,-0.0009933351400952528,-0.06600677884869821,0.5060974986709604,0.49390250132903957,0.9571811605200586,0.010931823039110888,-0.04281883947994136,CMIG,0.0,-0.02318793936875685,-0.02318793936875685
2020-10-01,CMIG,3.247985601425171,2.683382034301758,0.5,0.5,0.5076983010603623,0.4923016989396377,0.5076983010603623,0.4923016989396377,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,0.4837359649327761,0.46906605138766605,0.0,0.9528020163204421,0.02013804248595652,initial_50_50,False,no_trade,0.0,0.0,0.0,0.0,0.0,0.0,-0.016264035067223945,-0.03093394861233397,0.14893414697421056,0.17480405152586542,3.3571884632110596,2.8603456020355225,-0.04719798367955785,0.19095703720396262,,,,conservative_preservation,Strong ON/PN relation but weak mean-reversion evidence. The strategy preserves company-level exposure and remains close to the passive 50/50 allocation.,0.9528020163204421,0.02013804248595652,-0.04719798367955785,0.5076983010603623,0.49230169893963766,0.9660444174634492,0.00925974863376422,-0.03395558253655084,CMIG,0.0,-0.01324240114300701,-0.01324240114300701
