strategy_portfolio_total_return,strategy_portfolio_annualized_return,strategy_portfolio_annualized_volatility,strategy_portfolio_sharpe_ratio,strategy_portfolio_max_drawdown,strategy_portfolio_hit_ratio,strategy_portfolio_observations,strategy_portfolio_pre_tax_total_return,strategy_portfolio_pre_tax_annualized_return,strategy_portfolio_pre_tax_annualized_volatility,strategy_portfolio_pre_tax_sharpe_ratio,strategy_portfolio_pre_tax_max_drawdown,strategy_portfolio_pre_tax_hit_ratio,strategy_portfolio_pre_tax_observations,benchmark_50_50_portfolio_total_return,benchmark_50_50_portfolio_annualized_return,benchmark_50_50_portfolio_annualized_volatility,benchmark_50_50_portfolio_sharpe_ratio,benchmark_50_50_portfolio_max_drawdown,benchmark_50_50_portfolio_hit_ratio,benchmark_50_50_portfolio_observations,ibovespa_portfolio_total_return,ibovespa_portfolio_annualized_return,ibovespa_portfolio_annualized_volatility,ibovespa_portfolio_sharpe_ratio,ibovespa_portfolio_max_drawdown,ibovespa_portfolio_hit_ratio,ibovespa_portfolio_observations,strategy_portfolio_final_value,strategy_portfolio_pre_tax_final_value,benchmark_50_50_portfolio_final_value,ibovespa_portfolio_final_value,strategy_portfolio_final_return,strategy_portfolio_pre_tax_final_return,benchmark_50_50_portfolio_final_return,ibovespa_portfolio_final_return,strategy_excess_return_vs_50_50,strategy_excess_return_vs_ibovespa,strategy_pre_tax_excess_return_vs_50_50,strategy_pre_tax_excess_return_vs_ibovespa,total_portfolio_tax_paid,total_portfolio_transaction_cost,total_portfolio_realized_pnl,total_portfolio_sales_value,portfolio_start_date,portfolio_end_date,portfolio_observations,number_of_companies,total_tax_due,total_taxable_profit,total_loss_used,final_accumulated_portfolio_loss
1.6318062848177854,0.17729744993110175,0.2126491609467147,0.8337556994900566,-0.42669374459185205,0.535833891493637,1494,1.923946209445817,0.19838742889520788,0.21237804877771768,0.9341239833258245,-0.4248282030783871,0.5398526456798393,1494,1.0431948193973484,0.12808391932695984,0.2040430151885893,0.6277299872704619,-0.42866228019979447,0.5264567983924984,1494,0.3588675330808868,0.05308544668780302,0.24341825340076548,0.21808326181850782,-0.4681580884813601,0.5157401205626256,1494,2.6318062848177854,2.923946209445817,2.0431948193973484,1.3588675330808868,1.6318062848177854,1.923946209445817,1.0431948193973484,0.3588675330808868,0.5886114654204371,1.2729387517368986,0.8807513900484687,1.5650786763649303,0.17759432454238605,0.07005996365687803,1.321204976844601,35.06501181026745,2020-01-02,2025-12-30,1494,11,0.18767175197815847,1.251145013187723,0.2162170418178717,0.0
